accepted,bundle_path,campaign_id,candidate_id,code_commit,connected_component_count,created_at_utc,degree_cv,density,environment_target,family,instance_id,intended_hypothesis,largest_component_size,lifecycle_state,modularity,num_edges,num_vertices,params_json,pool_role,rejection_reason,seed,solver_results_used,validation_passed,validation_report_path,variant
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F03/f03_server_scaled_seed990307,EXP-MULTILEVEL-EXCEPTION-MINING-001,f03_server_scaled_seed990307,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:50.075584+00:00,0.5615797424542774,0.10214558378307227,server_expanded,F03,f03_server_scaled_seed990307,barbell/lollipop bottleneck topology with separator sensitivity; intended environment stratum: server_expanded,214,generated,,2328,214,"{""bridge_length"": 18, ""bridge_width"": 3, ""core_density"": 0.36, ""epsilon"": 0.036}",exploratory_candidate,,990307,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f03_server_scaled_seed990307.json,server_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F03/f03_holdout_a_seed990308,EXP-MULTILEVEL-EXCEPTION-MINING-001,f03_holdout_a_seed990308,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:50.335142+00:00,0.3898063021906864,0.11374435732953196,holdout,F03,f03_holdout_a_seed990308,barbell/lollipop bottleneck topology with separator sensitivity; intended environment stratum: holdout,184,holdout_reserved,,1915,184,{},reserved_holdout,,990308,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f03_holdout_a_seed990308.json,holdout_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_common_a_seed990401,EXP-MULTILEVEL-EXCEPTION-MINING-001,f04_common_a_seed990401,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:50.629368+00:00,0.8616149040744123,0.03,common,F04,f04_common_a_seed990401,hub or power-law topology with degree heterogeneity; intended environment stratum: common,200,generated,,597,200,{},exploratory_candidate,,990401,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f04_common_a_seed990401.json,common_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_common_b_seed990402,EXP-MULTILEVEL-EXCEPTION-MINING-001,f04_common_b_seed990402,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:50.974032+00:00,0.9470891775381554,0.03,common,F04,f04_common_b_seed990402,hub or power-law topology with degree heterogeneity; intended environment stratum: common,200,generated,,597,200,{},exploratory_candidate,,990402,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f04_common_b_seed990402.json,common_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_common_c_seed990403,EXP-MULTILEVEL-EXCEPTION-MINING-001,f04_common_c_seed990403,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:51.425840+00:00,0.8763062860840417,0.03,common,F04,f04_common_c_seed990403,hub or power-law topology with degree heterogeneity; intended environment stratum: common,200,generated,,597,200,{},exploratory_candidate,,990403,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f04_common_c_seed990403.json,common_c
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_common_scaled_seed990404,EXP-MULTILEVEL-EXCEPTION-MINING-001,f04_common_scaled_seed990404,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:51.823085+00:00,1.0551015805951702,0.022277295883243838,common,F04,f04_common_scaled_seed990404,hub or power-law topology with degree heterogeneity; intended environment stratum: common,270,generated,,809,270,"{""epsilon"": 0.033, ""n"": 270}",exploratory_candidate,,990404,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f04_common_scaled_seed990404.json,common_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_server_a_seed990405,EXP-MULTILEVEL-EXCEPTION-MINING-001,f04_server_a_seed990405,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:52.198350+00:00,0.9040432379443998,0.03,server_expanded,F04,f04_server_a_seed990405,hub or power-law topology with degree heterogeneity; intended environment stratum: server_expanded,200,generated,,597,200,{},exploratory_candidate,,990405,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f04_server_a_seed990405.json,server_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_server_b_seed990406,EXP-MULTILEVEL-EXCEPTION-MINING-001,f04_server_b_seed990406,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:52.580796+00:00,0.9302003883423873,0.03,server_expanded,F04,f04_server_b_seed990406,hub or power-law topology with degree heterogeneity; intended environment stratum: server_expanded,200,generated,,597,200,{},exploratory_candidate,,990406,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f04_server_b_seed990406.json,server_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_server_scaled_seed990407,EXP-MULTILEVEL-EXCEPTION-MINING-001,f04_server_scaled_seed990407,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:53.096193+00:00,1.0732804285034325,0.01720835038886615,server_expanded,F04,f04_server_scaled_seed990407,hub or power-law topology with degree heterogeneity; intended environment stratum: server_expanded,350,generated,,1051,350,"{""epsilon"": 0.036, ""n"": 350}",exploratory_candidate,,990407,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f04_server_scaled_seed990407.json,server_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_holdout_a_seed990408,EXP-MULTILEVEL-EXCEPTION-MINING-001,f04_holdout_a_seed990408,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:54.047720+00:00,0.9504899633183268,0.03,holdout,F04,f04_holdout_a_seed990408,hub or power-law topology with degree heterogeneity; intended environment stratum: holdout,200,holdout_reserved,,597,200,{},reserved_holdout,,990408,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f04_holdout_a_seed990408.json,holdout_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_common_a_seed990501,EXP-MULTILEVEL-EXCEPTION-MINING-001,f05_common_a_seed990501,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:54.541694+00:00,1.4260709326849215,0.027185929648241205,common,F05,f05_common_a_seed990501,tree plus dense-core topology with mixed local/global structure; intended environment stratum: common,200,generated,,541,200,{},exploratory_candidate,,990501,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f05_common_a_seed990501.json,common_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_common_b_seed990502,EXP-MULTILEVEL-EXCEPTION-MINING-001,f05_common_b_seed990502,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:54.962042+00:00,1.3903401669467466,0.025376884422110554,common,F05,f05_common_b_seed990502,tree plus dense-core topology with mixed local/global structure; intended environment stratum: common,200,generated,,505,200,{},exploratory_candidate,,990502,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f05_common_b_seed990502.json,common_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_common_c_seed990503,EXP-MULTILEVEL-EXCEPTION-MINING-001,f05_common_c_seed990503,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:55.358107+00:00,1.3992823465634852,0.026030150753768844,common,F05,f05_common_c_seed990503,tree plus dense-core topology with mixed local/global structure; intended environment stratum: common,200,generated,,518,200,{},exploratory_candidate,,990503,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f05_common_c_seed990503.json,common_c
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_common_scaled_seed990504,EXP-MULTILEVEL-EXCEPTION-MINING-001,f05_common_scaled_seed990504,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:55.820142+00:00,1.4693830149132896,0.025691862866584057,common,F05,f05_common_scaled_seed990504,tree plus dense-core topology with mixed local/global structure; intended environment stratum: common,270,generated,,933,270,"{""core_density"": 0.33, ""epsilon"": 0.033, ""n"": 270}",exploratory_candidate,,990504,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f05_common_scaled_seed990504.json,common_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_server_a_seed990505,EXP-MULTILEVEL-EXCEPTION-MINING-001,f05_server_a_seed990505,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:56.275218+00:00,1.3959714198561444,0.026633165829145728,server_expanded,F05,f05_server_a_seed990505,tree plus dense-core topology with mixed local/global structure; intended environment stratum: server_expanded,200,generated,,530,200,{},exploratory_candidate,,990505,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f05_server_a_seed990505.json,server_a
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_server_b_seed990506,EXP-MULTILEVEL-EXCEPTION-MINING-001,f05_server_b_seed990506,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:56.670460+00:00,1.4068901464228787,0.025326633165829147,server_expanded,F05,f05_server_b_seed990506,tree plus dense-core topology with mixed local/global structure; intended environment stratum: server_expanded,200,generated,,504,200,{},exploratory_candidate,,990506,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f05_server_b_seed990506.json,server_b
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_server_scaled_seed990507,EXP-MULTILEVEL-EXCEPTION-MINING-001,f05_server_scaled_seed990507,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:57.071996+00:00,1.558035701418684,0.027163323782234957,server_expanded,F05,f05_server_scaled_seed990507,tree plus dense-core topology with mixed local/global structure; intended environment stratum: server_expanded,350,generated,,1659,350,"{""core_density"": 0.36, ""epsilon"": 0.036, ""n"": 350}",exploratory_candidate,,990507,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f05_server_scaled_seed990507.json,server_scaled
True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_holdout_a_seed990508,EXP-MULTILEVEL-EXCEPTION-MINING-001,f05_holdout_a_seed990508,b560db1c35ad6689fd13a8312963479740604acb,1,2026-05-07T14:52:57.406242+00:00,1.3883005780547704,0.025678391959798996,holdout,F05,f05_holdout_a_seed990508,tree plus dense-core topology with mixed local/global structure; intended environment stratum: holdout,200,holdout_reserved,,511,200,{},reserved_holdout,,990508,False,True,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/validation_reports/f05_holdout_a_seed990508.json,holdout_a
