campaign_id,freeze_id,created_at_utc,candidate_id,family,environment_target,variant,source_lifecycle_state,frozen_lifecycle_state,selection_decision,selection_reason,priority_label_from_screening,labels_seen_from_screening,min_relative_gap_meta_vs_multilevel,bundle_path,instance_path,graph_metis_path,graph_edges_path,manifest_row_path,sha256sums_path,confirmation_portfolio,confirmation_budgets_ms,confirmation_seeds,confirmation_environment_design,claim_boundary
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f02_server_b_seed990206,F02,server_expanded,server_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F02/f02_server_b_seed990206,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f02_server_scaled_seed990207,F02,server_expanded,server_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,non_exception,non_exception,2.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F02/f02_server_scaled_seed990207,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f03_common_a_seed990301,F03,common,common_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F03/f03_common_a_seed990301,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f03_common_b_seed990302,F03,common,common_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F03/f03_common_b_seed990302,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f03_common_c_seed990303,F03,common,common_c,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F03/f03_common_c_seed990303,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f03_common_scaled_seed990304,F03,common,common_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F03/f03_common_scaled_seed990304,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f03_server_a_seed990305,F03,server_expanded,server_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F03/f03_server_a_seed990305,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f03_server_b_seed990306,F03,server_expanded,server_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F03/f03_server_b_seed990306,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f03_server_scaled_seed990307,F03,server_expanded,server_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F03/f03_server_scaled_seed990307,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f04_common_a_seed990401,F04,common,common_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.04895104895104895,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_common_a_seed990401,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f04_common_b_seed990402,F04,common,common_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.11538461538461539,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_common_b_seed990402,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f04_common_c_seed990403,F04,common,common_c,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.07586206896551724,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_common_c_seed990403,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f04_common_scaled_seed990404,F04,common,common_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.04568527918781726,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_common_scaled_seed990404,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f04_server_a_seed990405,F04,server_expanded,server_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.06164383561643835,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_server_a_seed990405,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f04_server_b_seed990406,F04,server_expanded,server_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.08333333333333333,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_server_b_seed990406,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f04_server_scaled_seed990407,F04,server_expanded,server_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.09375,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F04/f04_server_scaled_seed990407,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f05_common_a_seed990501,F05,common,common_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,non_exception,non_exception,0.17647058823529413,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_common_a_seed990501,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f05_common_b_seed990502,F05,common,common_b,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.012345679012345678,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_common_b_seed990502,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f05_common_c_seed990503,F05,common,common_c,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,competitive_candidate,competitive_candidate,0.01282051282051282,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_common_c_seed990503,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f05_common_scaled_seed990504,F05,common,common_scaled,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,strong_exception_candidate,strong_exception_candidate,-0.2074074074074074,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_common_scaled_seed990504,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
EXP-MULTILEVEL-EXCEPTION-MINING-001,candidate_freeze_001,2026-05-08T11:08:09.970182+00:00,f05_server_a_seed990505,F05,server_expanded,server_a,generated,confirmation_selected,advance_to_confirmation,broad_near_exhaustive_confirmation_all_screened_non_holdout_candidates_selected_before_observing_confirmation_results,near_tie_candidate,near_tie_candidate,0.0,/home/brunoonurb/MPP/audit_reports/multilevel_exception_mining/candidate_pool/exploratory_pool_001/bundles/F05/f05_server_a_seed990505,,,,,,METIS;KaHIP;SA;ILS;GRASP;TS;SA-Rust;ILS-Rust;GRASP-Rust;TS-Rust,100;250;500;1000;2000;3000;4000;5000,42;43;44;45;46,target_windows11_16gb_docker_linux_matrix; wsl_8gb_and_linux_server_8gb_attempt_same_matrix_or_failure_frontier,confirmation_manifest_only_not_confirmation_result
