candidate_id,budget_ms,family,environment_target,recommended_plan_bucket,selection_tier,confirmation_role,pool_role,source_parent_candidate_id,scale_factor,preliminary_label,confirmed_label,transition_class,best_meta_algo_screening,best_meta_cut_screening,best_multilevel_cut_screening,relative_gap_screening,confirmation_best_algo,confirmation_best_cut,confirmation_meta_best_algo,confirmation_meta_best_cut,confirmation_multilevel_best_cut,confirmation_relative_gap
f04_common_a_frontier_x2p0_seed991011,1000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_a_seed990401,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,266,307,-0.13355048859934854,,,,,294,
f04_common_a_frontier_x2p0_seed991011,5000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_a_seed990401,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,266,307,-0.13355048859934854,,,,,294,
f04_common_a_frontier_x4p0_seed991012,1000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_a_seed990401,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,550,573,-0.04013961605584642,,,,,574,
f04_common_a_frontier_x4p0_seed991012,5000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_a_seed990401,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,540,573,-0.05759162303664921,,,,,574,
f04_common_b_frontier_x2p0_seed991021,1000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_b_seed990402,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,282,308,-0.08441558441558442,,,,,296,
f04_common_b_frontier_x2p0_seed991021,5000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_b_seed990402,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts,279,308,-0.09415584415584416,,,,,296,
f04_common_b_frontier_x4p0_seed991022,1000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_b_seed990402,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,540,589,-0.0831918505942275,,,,,575,
f04_common_b_frontier_x4p0_seed991022,5000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_b_seed990402,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,540,589,-0.0831918505942275,,,,,575,
f04_common_c_frontier_x2p0_seed991031,1000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_c_seed990403,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,277,313,-0.11501597444089456,,,,,289,
f04_common_c_frontier_x2p0_seed991031,5000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_c_seed990403,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts,277,313,-0.11501597444089456,,,,,289,
f04_common_c_frontier_x4p0_seed991032,1000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_c_seed990403,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,554,620,-0.1064516129032258,,,,,584,
f04_common_c_frontier_x4p0_seed991032,5000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_c_seed990403,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,554,620,-0.1064516129032258,,,,,584,
f04_common_scaled_frontier_x2p0_seed991041,1000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_scaled_seed990404,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,376,380,-0.010526315789473684,,,,,393,
f04_common_scaled_frontier_x2p0_seed991041,5000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_scaled_seed990404,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,376,380,-0.010526315789473684,,,,,393,
f04_common_scaled_frontier_x4p0_seed991042,1000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_scaled_seed990404,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,765,806,-0.05086848635235732,,,,,789,
f04_common_scaled_frontier_x4p0_seed991042,5000,F04,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_common_scaled_seed990404,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,765,806,-0.05086848635235732,,,,,789,
f04_server_a_frontier_x2p0_seed991051,1000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_a_seed990405,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,280,291,-0.037800687285223365,,,,,288,
f04_server_a_frontier_x2p0_seed991051,5000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_a_seed990405,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,280,291,-0.037800687285223365,,,,,288,
f04_server_a_frontier_x4p0_seed991052,1000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_a_seed990405,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,582,600,-0.03,,,,,605,
f04_server_a_frontier_x4p0_seed991052,5000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_a_seed990405,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,576,600,-0.04,,,,,605,
f04_server_b_frontier_x2p0_seed991061,1000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_b_seed990406,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,282,297,-0.050505050505050504,,,,,297,
f04_server_b_frontier_x2p0_seed991061,5000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_b_seed990406,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts,264,297,-0.1111111111111111,,,,,297,
f04_server_b_frontier_x4p0_seed991062,1000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_b_seed990406,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,555,571,-0.028021015761821366,,,,,572,
f04_server_b_frontier_x4p0_seed991062,5000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_b_seed990406,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,553,571,-0.03152364273204904,,,,,572,
f04_server_scaled_frontier_x2p0_seed991071,1000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_scaled_seed990407,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,479,514,-0.06809338521400778,,,,,514,
f04_server_scaled_frontier_x2p0_seed991071,5000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_scaled_seed990407,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,478,514,-0.07003891050583658,,,,,514,
f04_server_scaled_frontier_x4p0_seed991072,1000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_scaled_seed990407,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,974,1000,-0.026,,,,,1000,
f04_server_scaled_frontier_x4p0_seed991072,5000,F04,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f04_server_scaled_seed990407,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,961,1000,-0.039,,,,,1000,
f05_common_b_frontier_x2p0_seed991171,1000,F05,common,confirmation_core,primary_budget_sensitive_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f05_common_b_seed990502,2.0,strong_exception_candidate,non_exception_confirmed,downgraded_in_confirmation,ts,177,182,-0.027472527472527472,,,,,178,
f05_common_b_frontier_x2p0_seed991171,5000,F05,common,confirmation_core,primary_budget_sensitive_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f05_common_b_seed990502,2.0,non_exception,non_exception_confirmed,stable_negative_control,ts_rust,207,182,0.13736263736263737,,,,,178,
f05_common_b_frontier_x4p0_seed991172,1000,F05,common,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_common_b_seed990502,4.0,non_exception,non_exception_confirmed,stable_negative_control,ts_rust,570,365,0.5616438356164384,,,,,364,
f05_common_b_frontier_x4p0_seed991172,5000,F05,common,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_common_b_seed990502,4.0,non_exception,non_exception_confirmed,stable_negative_control,ts_rust,570,365,0.5616438356164384,,,,,364,
f05_common_scaled_frontier_x2p0_seed991181,1000,F05,common,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_common_scaled_seed990504,2.0,non_exception,competitive_confirmed,negative_control_changed,ts,320,254,0.25984251968503935,,,,,289,
f05_common_scaled_frontier_x2p0_seed991181,5000,F05,common,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_common_scaled_seed990504,2.0,non_exception,competitive_confirmed,negative_control_changed,ts,320,254,0.25984251968503935,,,,,289,
f05_common_scaled_frontier_x4p0_seed991182,1000,F05,common,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_common_scaled_seed990504,4.0,non_exception,non_exception_confirmed,stable_negative_control,ts_rust,677,501,0.35129740518962077,,,,,502,
f05_common_scaled_frontier_x4p0_seed991182,5000,F05,common,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_common_scaled_seed990504,4.0,non_exception,non_exception_confirmed,stable_negative_control,ts_rust,677,501,0.35129740518962077,,,,,502,
f05_server_scaled_frontier_x2p0_seed991191,1000,F05,server_expanded,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_server_scaled_seed990507,2.0,non_exception,non_exception_confirmed,stable_negative_control,ts_rust,362,322,0.12422360248447205,,,,,320,
f05_server_scaled_frontier_x2p0_seed991191,5000,F05,server_expanded,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_server_scaled_seed990507,2.0,non_exception,non_exception_confirmed,stable_negative_control,ts_rust,362,322,0.12422360248447205,,,,,320,
f05_server_scaled_frontier_x4p0_seed991192,1000,F05,server_expanded,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_server_scaled_seed990507,4.0,non_exception,non_exception_confirmed,stable_negative_control,ts_rust,1272,661,0.924357034795764,,,,,661,
f05_server_scaled_frontier_x4p0_seed991192,5000,F05,server_expanded,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f05_server_scaled_seed990507,4.0,non_exception,non_exception_confirmed,stable_negative_control,ts_rust,1272,661,0.924357034795764,,,,,661,
f06_server_scaled_frontier_x2p0_seed991201,1000,F06,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f06_server_scaled_seed990607,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,16,17,-0.058823529411764705,,,,,17,
f06_server_scaled_frontier_x2p0_seed991201,5000,F06,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f06_server_scaled_seed990607,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts,16,17,-0.058823529411764705,,,,,17,
f06_server_scaled_frontier_x4p0_seed991202,1000,F06,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f06_server_scaled_seed990607,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,27,33,-0.18181818181818182,,,,,33,
f06_server_scaled_frontier_x4p0_seed991202,5000,F06,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f06_server_scaled_seed990607,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,27,33,-0.18181818181818182,,,,,33,
f07_common_a_frontier_x2p0_seed991081,1000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_a_seed990701,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,523,566,-0.07597173144876325,,,,,524,
f07_common_a_frontier_x2p0_seed991081,5000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_a_seed990701,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,523,566,-0.07597173144876325,,,,,524,
f07_common_a_frontier_x4p0_seed991082,1000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_a_seed990701,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,grasp_rust,1996,2043,-0.023005384238864415,,,,,2043,
f07_common_a_frontier_x4p0_seed991082,5000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_a_seed990701,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,grasp_rust,1996,2043,-0.023005384238864415,,,,,2043,
f07_common_b_frontier_x2p0_seed991091,1000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_b_seed990702,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,554,579,-0.04317789291882556,,,,,571,
f07_common_b_frontier_x2p0_seed991091,5000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_b_seed990702,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,554,579,-0.04317789291882556,,,,,571,
f07_common_b_frontier_x4p0_seed991092,1000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_b_seed990702,4.0,strong_exception_candidate,near_tie_confirmed,downgraded_in_confirmation,grasp_rust,1986,2033,-0.023118544023610427,,,,,1986,
f07_common_b_frontier_x4p0_seed991092,5000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_b_seed990702,4.0,strong_exception_candidate,near_tie_confirmed,downgraded_in_confirmation,grasp_rust,1986,2033,-0.023118544023610427,,,,,1986,
f07_common_c_frontier_x2p0_seed991101,1000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_c_seed990703,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,532,588,-0.09523809523809523,,,,,548,
f07_common_c_frontier_x2p0_seed991101,5000,F07,common,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_common_c_seed990703,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts,532,588,-0.09523809523809523,,,,,548,
f07_server_a_frontier_x2p0_seed991121,1000,F07,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_server_a_seed990705,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,551,561,-0.017825311942959002,,,,,558,
f07_server_a_frontier_x2p0_seed991121,5000,F07,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_server_a_seed990705,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts_rust,551,561,-0.017825311942959002,,,,,558,
f07_server_a_frontier_x4p0_seed991122,1000,F07,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_server_a_seed990705,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,grasp_rust,2006,2016,-0.00496031746031746,,,,,2016,
f07_server_a_frontier_x4p0_seed991122,5000,F07,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_server_a_seed990705,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,grasp_rust,2006,2016,-0.00496031746031746,,,,,2016,
f07_server_b_frontier_x2p0_seed991131,1000,F07,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_server_b_seed990706,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts,536,537,-0.00186219739292365,,,,,537,
f07_server_b_frontier_x2p0_seed991131,5000,F07,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_server_b_seed990706,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,ts,536,537,-0.00186219739292365,,,,,537,
f07_server_scaled_frontier_x4p0_seed991142,1000,F07,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_server_scaled_seed990707,4.0,strong_exception_candidate,near_tie_confirmed,downgraded_in_confirmation,sa,7414,7430,-0.0021534320323014803,,,,,7430,
f07_server_scaled_frontier_x4p0_seed991142,5000,F07,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f07_server_scaled_seed990707,4.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,grasp_rust,7394,7430,-0.004845222072678331,,,,,7430,
f08_common_b_frontier_x4p0_seed991212,1000,F08,common,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f08_common_b_seed990802,4.0,non_exception,competitive_confirmed,negative_control_changed,ils_rust,225,211,0.06635071090047394,,,,,211,
f08_common_b_frontier_x4p0_seed991212,5000,F08,common,negative_control,negative_control_stable_non_exception,negative_control_candidate,frontier_pilot_candidate,f08_common_b_seed990802,4.0,non_exception,competitive_confirmed,negative_control_changed,ils_rust,225,211,0.06635071090047394,,,,,211,
f08_server_b_frontier_x2p0_seed991221,1000,F08,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f08_server_b_seed990806,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,grasp_rust,119,122,-0.02459016393442623,,,,,122,
f08_server_b_frontier_x2p0_seed991221,5000,F08,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f08_server_b_seed990806,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,grasp_rust,119,122,-0.02459016393442623,,,,,122,
f08_server_scaled_frontier_x2p0_seed991231,1000,F08,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f08_server_scaled_seed990807,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,grasp_rust,177,178,-0.0056179775280898875,,,,,178,
f08_server_scaled_frontier_x2p0_seed991231,5000,F08,server_expanded,confirmation_core,primary_stable_strong_exception,candidate_for_confirmation,frontier_pilot_candidate,f08_server_scaled_seed990807,2.0,strong_exception_candidate,strong_exception_confirmed,stable_strong,grasp_rust,177,178,-0.0056179775280898875,,,,,178,
